48	tree18.jpg	4	0	0.392637	6	2.000000	57.505700	38.460000	-1.000000	-1.000000	
49	tree21.jpg	4	0	0.593661	6	2.000000	54.784100	51.350000	-1.000000	-1.000000	
50	tree18.jpg	4	0	1.057647	6	2.000000	52.782200	43.180000	-1.000000	-1.000000	
51	tree18.jpg	4	0	0.395506	6	2.000000	56.558000	43.450000	-1.000000	-1.000000	
52	tree21.jpg	4	0	0.473508	6	2.000000	58.394600	49.060000	-1.000000	-1.000000	
53	tree24.jpg	6	1	0.456232	6	1.000000	13.151100	46.170000	-1.000000	1.000000	
56	tree21.jpg	4	0	0.532404	6	2.000000	48.920700	41.070000	-1.000000	-1.000000	
57	tree21.jpg	4	0	0.621728	6	2.000000	36.476600	31.880000	-1.000000	-1.000000	
58	tree12.jpg	6	1	0.497830	6	1.000000	26.545800	52.820000	-1.000000	1.000000	
59	tree12.jpg	6	1	0.590428	6	1.000000	34.041100	58.670000	-1.000000	1.000000	
60	tree18.jpg	4	0	0.512984	6	2.000000	28.825600	12.590000	-1.000000	-1.000000	
61	tree12.jpg	6	1	0.538106	6	1.000000	12.584000	42.250000	-1.000000	1.000000	
65	tree18.jpg	4	0	0.450370	6	2.000000	72.888200	67.670000	-1.000000	-1.000000	
66	tree18.jpg	4	0	0.483072	6	2.000000	76.554900	62.660000	-1.000000	-1.000000	
67	tree21.jpg	4	0	0.524647	6	2.000000	46.725700	34.470000	-1.000000	-1.000000	
72	tree23.jpg	4	0	0.669346	6	2.000000	39.045400	33.410000	-1.000000	-1.000000	
73	tree18.jpg	4	0	0.858465	6	2.000000	64.792900	52.740000	-1.000000	-1.000000	
74	tree23.jpg	4	0	0.556767	6	2.000000	56.161400	52.010000	-1.000000	-1.000000	
75	tree21.jpg	4	0	0.617367	6	2.000000	30.097000	23.480000	-1.000000	-1.000000	
76	tree18.jpg	4	0	0.712001	6	2.000000	69.006100	61.640000	-1.000000	-1.000000	
77	tree23.jpg	4	0	0.566308	6	2.000000	57.229000	45.510000	-1.000000	-1.000000	
82	tree29.jpg	6	1	0.421842	6	1.000000	59.165500	89.650000	-1.000000	1.000000	
83	tree29.jpg	6	1	0.677793	6	1.000000	63.727300	91.530000	-1.000000	1.000000	
84	tree23.jpg	4	0	0.512360	6	2.000000	71.328300	57.000000	-1.000000	-1.000000	
85	tree12.jpg	6	1	0.761122	6	1.000000	60.683400	91.270000	-1.000000	1.000000	
86	tree21.jpg	4	0	0.815348	6	2.000000	43.359400	36.820000	-1.000000	-1.000000	
87	tree21.jpg	4	0	0.480642	6	2.000000	67.066900	65.710000	-1.000000	-1.000000	
88	tree24.jpg	6	1	0.843575	6	1.000000	11.614100	38.560000	-1.000000	1.000000	
90	tree29.jpg	6	1	0.596779	6	1.000000	37.637000	59.910000	-1.000000	1.000000	
91	tree29.jpg	6	1	0.482781	6	1.000000	46.354300	77.330000	-1.000000	1.000000	
92	tree24.jpg	6	1	0.712628	6	1.000000	55.462200	83.870000	-1.000000	1.000000	
93	tree24.jpg	6	1	0.484742	6	1.000000	47.119800	70.930000	-1.000000	1.000000	
95	tree18.jpg	4	0	0.363068	6	2.000000	77.722800	63.660000	-1.000000	-1.000000	
96	tree24.jpg	6	1	0.364050	6	1.000000	33.135000	60.430000	-1.000000	1.000000	
97	tree21.jpg	4	0	0.348600	6	2.000000	75.790800	64.000000	-1.000000	-1.000000	
98	tree29.jpg	6	1	0.819181	6	1.000000	39.090100	63.680000	-1.000000	1.000000	
99	tree29.jpg	6	1	0.684920	6	1.000000	81.993600	110.000000	-1.000000	1.000000	
101	tree23.jpg	4	0	0.441870	6	2.000000	79.810400	68.960000	-1.000000	-1.000000	
102	tree18.jpg	4	0	0.582541	6	2.000000	36.626600	33.920000	-1.000000	-1.000000	
106	tree24.jpg	6	1	0.486970	6	1.000000	32.090700	67.010000	-1.000000	1.000000	
107	tree12.jpg	6	1	0.663966	6	1.000000	21.992800	42.950000	-1.000000	1.000000	
108	tree12.jpg	6	1	0.494180	6	1.000000	50.617500	76.520000	-1.000000	1.000000	
110	tree21.jpg	4	0	0.643916	6	2.000000	26.917300	25.790000	-1.000000	-1.000000	
112	tree23.jpg	4	0	0.695177	6	2.000000	48.260200	43.520000	-1.000000	-1.000000	
113	tree23.jpg	4	0	0.563177	6	2.000000	35.606200	26.360000	-1.000000	-1.000000	
114	tree23.jpg	4	0	0.542219	6	2.000000	66.052600	54.010000	-1.000000	-1.000000	
115	tree29.jpg	6	1	0.452985	6	1.000000	50.958800	74.190000	-1.000000	1.000000	
116	tree29.jpg	6	1	0.589465	6	1.000000	52.203300	84.300000	-1.000000	1.000000	
117	tree12.jpg	6	1	0.386771	6	1.000000	47.170200	68.490000	-1.000000	1.000000	
119	tree24.jpg	6	1	0.512350	6	1.000000	36.456000	63.700000	-1.000000	1.000000	
123	tree23.jpg	4	0	0.475411	6	2.000000	47.139000	44.050000	-1.000000	-1.000000	
124	tree23.jpg	4	0	0.449554	6	2.000000	36.291100	29.090000	-1.000000	-1.000000	
127	tree12.jpg	6	1	0.482095	6	1.000000	40.189000	61.670000	-1.000000	1.000000	
128	tree24.jpg	6	1	0.597994	6	1.000000	62.311500	92.390000	-1.000000	1.000000	
129	tree18.jpg	4	0	0.526657	6	2.000000	34.412300	28.970000	-1.000000	-1.000000	
130	tree18.jpg	4	0	0.395707	6	2.000000	66.083000	46.610000	-1.000000	-1.000000	
131	tree12.jpg	6	1	0.331623	6	1.000000	51.036400	81.410000	-1.000000	1.000000	
132	tree23.jpg	4	0	0.488784	6	2.000000	65.187400	59.030000	-1.000000	-1.000000	
133	tree23.jpg	4	0	0.438594	6	2.000000	88.472800	78.100000	-1.000000	-1.000000	
134	tree24.jpg	6	1	0.483108	6	1.000000	27.760900	53.410000	-1.000000	1.000000	
135	tree24.jpg	6	1	0.433066	6	1.000000	44.661900	78.010000	-1.000000	1.000000	
136	tree24.jpg	6	1	0.362841	6	1.000000	58.675900	81.130000	-1.000000	1.000000	
137	tree21.jpg	4	0	0.357495	6	2.000000	66.303900	48.890000	-1.000000	-1.000000	
138	tree23.jpg	4	0	0.307514	6	2.000000	72.626800	58.680000	-1.000000	-1.000000	
140	tree18.jpg	4	0	0.351540	6	2.000000	72.112700	62.670000	-1.000000	-1.000000	
142	tree29.jpg	6	1	0.255115	6	1.000000	5.285800	38.360000	-1.000000	1.000000	
143	tree29.jpg	6	1	0.403252	6	1.000000	50.012100	71.210000	-1.000000	1.000000	
144	tree21.jpg	4	0	0.410731	6	2.000000	39.060900	36.920000	-1.000000	-1.000000	
145	tree21.jpg	4	0	0.387230	6	2.000000	47.863200	33.150000	-1.000000	-1.000000	
146	tree23.jpg	4	0	0.447348	6	2.000000	57.586700	47.310000	-1.000000	-1.000000	
147	tree12.jpg	6	1	1.134493	6	1.000000	24.680400	44.170000	-1.000000	1.000000	
148	tree24.jpg	6	1	0.531051	6	1.000000	47.225800	84.020000	-1.000000	1.000000	
149	tree24.jpg	6	1	0.457673	6	1.000000	26.122600	50.330000	-1.000000	1.000000	
150	tree24.jpg	6	1	0.518789	6	1.000000	25.217100	50.840000	-1.000000	1.000000	
151	tree18.jpg	4	0	0.293467	6	2.000000	70.957000	65.280000	-1.000000	-1.000000	
152	tree24.jpg	6	1	0.418897	6	1.000000	48.390400	71.520000	-1.000000	1.000000	
153	tree24.jpg	6	1	0.401620	6	1.000000	51.552700	75.400000	-1.000000	1.000000	
155	tree12.jpg	6	1	0.582192	6	1.000000	49.394300	77.300000	-1.000000	1.000000	
158	tree18.jpg	4	0	0.669124	6	2.000000	68.147900	61.140000	-1.000000	-1.000000	
159	tree21.jpg	4	0	0.814232	6	2.000000	85.418300	74.850000	-1.000000	-1.000000	
160	tree18.jpg	4	0	0.503111	6	2.000000	74.262800	65.640000	-1.000000	-1.000000	
162	tree29.jpg	6	1	0.775861	6	1.000000	31.663000	52.220000	-1.000000	1.000000	
163	tree23.jpg	4	0	0.594980	6	2.000000	59.830000	52.720000	-1.000000	-1.000000	
164	tree29.jpg	6	1	0.551846	6	1.000000	35.996000	58.610000	-1.000000	1.000000	
165	tree29.jpg	6	1	0.474499	6	1.000000	43.343600	68.310000	-1.000000	1.000000	
166	tree18.jpg	4	0	0.576360	6	2.000000	63.980500	63.310000	-1.000000	-1.000000	
167	tree23.jpg	4	0	0.546067	6	2.000000	64.711600	54.170000	-1.000000	-1.000000	
169	tree18.jpg	4	0	0.658240	6	2.000000	79.510600	67.470000	-1.000000	-1.000000	
170	tree18.jpg	4	0	0.333636	6	2.000000	52.882600	42.840000	-1.000000	-1.000000	
171	tree18.jpg	4	0	0.336188	6	2.000000	46.611800	34.090000	-1.000000	-1.000000	
172	tree24.jpg	6	1	0.471535	6	1.000000	45.431200	68.750000	-1.000000	1.000000	
173	tree24.jpg	6	1	0.337467	6	1.000000	43.616700	68.120000	-1.000000	1.000000	
174	tree29.jpg	6	1	1.016955	6	1.000000	24.806500	51.600000	-1.000000	1.000000	
175	tree18.jpg	4	0	0.597490	6	2.000000	62.013600	57.610000	-1.000000	-1.000000	
176	tree29.jpg	6	1	0.573814	6	1.000000	50.708200	79.270000	-1.000000	1.000000	
178	tree21.jpg	4	0	0.577040	6	2.000000	46.974500	28.350000	-1.000000	-1.000000	
179	tree21.jpg	4	0	0.522004	6	2.000000	97.554900	88.970000	-1.000000	-1.000000	
180	tree29.jpg	6	1	0.693242	6	1.000000	46.927800	76.700000	-1.000000	1.000000	
184	tree12.jpg	6	1	0.592009	6	1.000000	9.490700	36.930000	-1.000000	1.000000	
185	tree12.jpg	6	1	0.524355	6	1.000000	61.195800	89.900000	-1.000000	1.000000	
186	tree12.jpg	6	1	0.580021	6	1.000000	16.537100	46.460000	-1.000000	1.000000	
187	tree29.jpg	6	1	0.412144	6	1.000000	43.085400	69.380000	-1.000000	1.000000	
188	tree12.jpg	6	1	0.569859	6	1.000000	12.134800	39.600000	-1.000000	1.000000	
189	tree18.jpg	4	0	0.674030	6	2.000000	72.196100	63.580000	-1.000000	-1.000000	
190	tree29.jpg	6	1	0.497646	6	1.000000	34.051400	50.690000	-1.000000	1.000000	
191	tree21.jpg	4	0	0.545377	6	2.000000	54.035500	47.200000	-1.000000	-1.000000	
192	tree21.jpg	4	0	0.562770	6	2.000000	52.951300	44.870000	-1.000000	-1.000000	
194	tree24.jpg	6	1	0.739741	6	1.000000	57.522000	88.400000	-1.000000	1.000000	
196	tree12.jpg	6	1	0.498488	6	1.000000	40.136200	63.880000	-1.000000	1.000000	
197	tree21.jpg	4	0	0.455562	6	2.000000	58.364300	42.130000	-1.000000	-1.000000	
198	tree12.jpg	6	1	0.541003	6	1.000000	36.591700	63.490000	-1.000000	1.000000	
199	tree23.jpg	4	0	0.793408	6	2.000000	54.852000	50.750000	-1.000000	-1.000000	
200	tree24.jpg	6	1	0.676466	6	1.000000	19.585400	49.020000	-1.000000	1.000000	
201	tree23.jpg	4	0	0.888862	6	2.000000	70.127100	61.400000	-1.000000	-1.000000	
202	tree23.jpg	4	0	0.652249	6	2.000000	53.060000	49.880000	-1.000000	-1.000000	
203	tree23.jpg	4	0	0.524816	6	2.000000	44.240900	40.920000	-1.000000	-1.000000	
